"Location";"Source"
"21337012-0-1418";"By Mistral Aurelian Teriscor\n\nWhile the Wood Elves of the towns are largely content with their drink and the luxuries provided by Imperial trade, remote tribes in the depths of the jungle are far more savage. War is constantly waged under the eaves of Valenwood. When the tribes are not raiding the Khajiit in earnest, they are raiding one another for sport.\n\nUnlike civilized peoples, tribal Bosmer do not fight for any meaningful or constructive purpose. They seem incapable of grasping the concept of fighting for control of land, resources, or defensible borders. Though they may swarm to push out those who harm Valenwood, they evince little interest in conquest for its own sake. Rather, the Wood Elves raid one another for booty, bragging, and boredom—in that order. Tribal raiders typically rustle timber mammoths and thunderbugs. Many steal items (or people) that can be ransomed back to the owners.\n\nThis erratic, irregular warfare is not pursued to the death. Deaths do occur, but they are incidental and usually regretted. Many raids conclude with no fighting whatsoever. It is considered the acme of skill to slip into another tribe's village and steal an item for ransom without being noticed. The larger the item, the greater the prestige. Thanks to centuries of this practice, the tribal Bosmer have become legendary for their stealth. The title of their most famous poem, the Meh Ayleidion, means ""The One Thousand Benefits of Hiding.""\n\nWhen death occurs in battle, an archaic provision of the Meat Mandate requires that a fallen enemy must be eaten completely before three days pass. This tradition is now only followed in the most remote and savage villages. The family members of the warrior who slaughtered the enemy may help him with his meal.\n\nThe tradition of the ""Mourning War"" is still followed nearly everywhere outside the cities. When a tribe member is slain, he or she is symbolically replaced via a hostage-taking raid. The tribe will seize a captive from a neighboring band. If the deceased was an especially powerful or prestigious member of the tribe, multiple captives may be taken to replace them.\n\nAfter a period of physical torture, supposedly to test their worthiness, the captive is joyously welcomed into the clan. This sudden reversal from horrific abuse to loving embrace befuddles the weak wits of a Bosmer captive, who cleaves to his tormentors. Traditionally the victim was given the deceased tribe member's position, possessions, and family, though this practice may be rarely honored nowadays."
"21337012-0-1419";"By Fastor\n\nEveryone knows what happened to Gil-Var-Delle. And at the same time, no one does.\nLegend has it that Molag Bal, the dreaded Daedric Prince, set foot into that Wood Elf township—consumed it, according to the myth—whatever that actually means. Ancient tales employ metaphors like armies employ soldiers.\n\nIf Bal himself visited this plane with evil intent, why do any of us remain? The stories about him would lead one to believe he would not have stopped with the razing of a single Wood Elf town—he wouldn't have stopped until all of Tamriel was in flames. Just one common question of many regarding the Daedric Prince's so-called visit.\n\nSome retort that perhaps someone stopped him—possibly an opposing Daedric Prince, a Divine, or an agent of the Aedra. But again, where is the evidence for this? No mage or historian—that I've spoken to, at least—has been able to reference a specific text for this information.\n\nMany a historical fiction piece has attempted to dramatize what occurred there, but none of those stories can be confirmed, except to say that a catastrophic event struck the town. Perhaps the residents were killed, perhaps they fled. None were ever heard from again, but for all anyone knows, a large fire could have been the culprit. I can't imagine anything more catastrophic than that to a Wood Elf dwelling.\n\nToday, Gil-Var-Delle is a maligned place, and there are not many who dare to venture near. But not because of any tangible foes—save cowardice and superstition."
"21337012-0-1420";"By Cuinur of Cloudrest, 4th Tier Scholar of Tamrielic Minutiae\n\nThis report was commissioned by the Thalmor Committee of Alliance Relations to investigate whether there might be an indoctrinal advantage to emphasizing the Ayleid lineage woven into the bloodlines of our cousins the Wood Elves. My extensive travels in Valenwood have enabled me to determine the historical facts behind the matter; whether these facts can support a useful campaign promoting alliance fellowship is up to the Committee and the Sapiarch of Indoctrination. \n\nAs Pluribel of Dusk has noted in her magisterial ""Collapse of the Ayleids,"" blame for the White-Gold Catastrophe of 1E 243 can be attributed to a half-dozen disastrous factors, of which the bloody insurrection by indentured human laborers may not be the most important. Pluribel emphasizes, quite rightly in my belief, the Narfinsel Schism of the late Merethic Era, which pitted the more conservative Aedra-worshiping Ayleid clans against those decadent yet undeniably vigorous clans that had adopted Daedra-worship. This conflict reached its climax in 1E 198 at the Scouring of Wendelbek, when King Glinferen of Atatar led a combined force of Daedraphile warriors against the traditionalist Barsaebics of Ayleidoon. The Barsaebics were driven out of the Heartland into northwest Argonia, and thereafter organized opposition to Daedra-worship in Cyrodiil was effectively over. \n\nIn any event, by most measures Ayleid civilization had been in decline for several generations by the time the White-Gold Tower fell to the savagery of the Nedes. Standing amid the ruins of a great Elven culture, the victors concocted a justification for the blood on their hands by painting the defeated clans as vicious Daedraphiles who reveled in torture and cruelty. An exception was made for those clans, mainly Aedric adherents, who had thrown in their lot with the hordes of the Slave-Queen. Of course, this only delayed their extermination, for the barbarous Nedes inevitably came after their former allies once the other Elves of Cyrodiil had been hunted to extinction. \n\nThus began the Ayleid Diaspora, in which the Heartland Elves sought to find new homes elsewhere in Tamriel—to decidedly mixed success. Those who fled north into the lands once held by the Falmer were slaughtered by Nords led by the infamous Vrage the Butcher. The Barsaebics, by that time well established in Argonia, refused admittance to their former persecutors the Atatarics, and most of that clan died on an ill-fated expedition into the lands of the Cat-Men. Several clans set out on the long march through Hammerfell to the Iliac Bay, and some actually made it, where they joined with (and were absorbed by) the long-established Direnni of Balfiera. \n\nMost successful—and they were more than a few—were the clans that fled southwest beneath the canopy of Valenwood. The clans of Anutwyll, Vilverin, Talwinque, Bawn, and Varondo all escaped largely intact to carve out a new life under the trees. These clans all worshiped Daedric Princes, but they seem to have done so with less fervor after their enforced migration to Valenwood—possibly due to the fact that the Princes, when called upon, had offered little or no help to the forsaken clans. Fortunately their new hosts, the Bosmer, were remarkably generous in welcoming the Ayleids into their realm, so long as the Heartland Elves agreed to adopt aspects of the Green Pact and refrain from harming the forest. Having little choice, the Ayleids agreed, and this probably contributed to the dilution of their culture. \n\nFor diluted it was, absorbed over time, and eventually forgotten. I have walked the great Ayleid ruins of Valenwood—Hectahame, Rulanyil's Fall, Belarata, Laeloria, and a dozen more—and none of them, not one, was still occupied only two thousand years after the Diaspora. For some reason, once the Ayleids were under the great graht-oaks they, and their distinctive culture, simply melted away. \n\nIn explaining the extinction of the Valenwood Ayleids, my predecessor Gelgarad the Velaspid was very attached to his ""Theorem of Disheritage,"" which held that for some reason the Forest Ayleids became unable to breed with each other and could only generate offspring by mating with the local Bosmer. This would certainly account for the Ayleids' gradual disappearance, but unfortunately Gelgarad's theorem is supported only by old stories and legends, and absent facts it cannot be proven. \n\nIt is worth mentioning here the competing theory of Doctor Thetis of the Shimmerene Academy. Her explanation blames Ayleid decline on over-consumption of the unusually potent beverages of the Bosmer. Doctor Thetis believes the Ayleids, vulnerable in their grief over their losses, fell prey to the Wood Elves' paralyzing brews and simply gave up trying. In this they may have been encouraged by the Bosmer themselves, who often seem insulted by others' displays of industrious effort.\n\nAnd what did our forest-dwelling cousins learn from the Ayleids? Precious little, apparently, other than some advanced techniques of stonework and masonry. Heartland Elven culture seems to have made little lasting impression on the culture of the Wood Elves. Their attitude seems to me summed up by the statement of Fonlor, the Yorethane of Elden Root, whose response when I asked him about the Ayleids was as follows: ""The Ayleids? Oh, yes. Nice fellows. Took themselves too seriously, though, and what did it get them?"""
"21337012-0-1421";"Inscribed by Beredalmo the Signifier\n\nHere is a truth read from the bark. \n\nThe spike of Ada-Mantia, and its Zero Stone, dictated the structure of reality in its Aurbic vicinity, defining for the Earth Bones their story or nature within the unfolding of the Dragon's (timebound) Tale. The Aldmeri or Merethic Elves were singular of purpose only so long as it took them to realize that other Towers, with their own Stones, could tell different stories, each following rules inscribed by Variorum Architects. And so the Mer self-refracted, each to their own creation, the Chimer following Red-Heart, the Bosmer burgeoning Green-Sap, the Altmer erecting Crystal-Like-Law, et alia.\n\nBut of all the Prismatic Mer, none were more presumptuous than the Ayleids of the Heartland. They built their tower in open emulation of Ada-Mantia, using as Founding-Stone the great red diamond they had uncovered: Chim-el-Adabal, said to be crystallized blood from the Heart of Lorkhan itself. (For the Heart on its arrow passed over the Heartlands, birthing one of that postnymic's quaternary meanings.) \n\nThus did White-Gold become Tower One. As all know.\n\nAs foretold by the moth-eyed, Ayleid hubris was to bear bitter fruit. With their vision on high to behold the overworlds, they failed to note the seething Nedelings at their feet, until the thralls rose up and took their Tower away from them. Chim-el-Adabal they took as well, but not before the arch-mage Anumaril fangled an eightfold Staff of Towers, each segment a semblance of a tower in its Dance. And then seven of these segments were borne by White-Gold Knights to distant Fold-Places, where they were hidden.\n\n(This was all unknown to Pelin-al-Essia, be certain, or there might have been a different Eight Divines!)\n\nThus White-Gold. On to Green-Sap. \n\nThe Boiche Elves were of the Earth Bones who most hearkened to Jephre and his greensongs. They did not build a Tower, they grew it, a great graht-oak whose roots sprang from a Perchance Acorn. And this was their Stone. And because the Acorn might perchance have been elsewhere, thus was Green-Sap manifold and several. And each could walk. \n\nTherefore each Green-Sap was also every Green-Sap. Within each were told all the stories of the Green, with every ending true, so doors therein were not always Doors Certain. But to this the Boiche-become-Bosmer became inured, and indeed grew to relish these Doors Equivocal, for such was their nature in the schism of the prism. In this way the Bosmer learned which songs made the trees dance, and which dances they might do. \n\nNow return we must to the eighth segment—or rather Segment One, for Anumaril had fangled it in similitude to Tower One, which itself reflected Tower Zero. When the Ayleids fled the Heartlands they went to all eight corners of the compass, and this was a chosen thing, though many corners spelled doom. But more Ayleids fled to Valenwood than to all other directions combined, and this, too, was chosen. Among these clans went Anumaril wearing Segment One as a femur—for how but by walking can a spoke advance its hub?\n\nGreen-Sap's Elves welcomed the Ayleids so long as the Heartlanders agreed not to dissonate the greensong. All agreed to this save Anumaril, who coughed into his hand unnoticed. He asked the Great Camoran to show him Green-Sap, and was brought to one that by happenstance stood then in Elden Root. Once within the great graht he passed through a Door Equivocal and found his desire, the Perchance Acorn. It was one of many, but for Anumaril one was enough. \n\nNext the fanglement: Anumaril brought forth Segment One among the roots and showed it to the golden nut, and this told an ending, so that the stone became a Definite Acorn. That Elden Tree would not walk again, but Anumaril yet had further intentions for it. Using his dentition as tonal instruments, he dismantled his bones and built of them a Mundus-machine that mirrored Nirn and its planets. And when he had used all his substance in fangling this orrery, he placed the segment-sceptre within, hiding it between the Moons. \n\nThen he waited—but what he waited for did not eventuate, and perchance he's waiting yet. For Anumaril had hoped to convert Green-Sap into White-Gold, and thereby make the Heartlanders' realm anew. However, Anumaril did not know, and was not able to know, why his plan went awry. You see, Ayleid magic is about Will, and Shall, and Must—but under Green-Sap, all is Perchance. \n\nThe Ayleid fangler's plan could not succeed—and yet neither could it fail. For this is a story that has not yet found its ending."
"21337012-0-1422";"by Afwa, a Student and Friend\n\nNecromancy's known to many as a binding of souls to a form prepared—or in some cases, manufactured—by the conjurer.\n\nWhile technically accurate, the implication is that souls bound in this manner are imprisoned against their will with no hope of release.\n\nFurther implied is the idea that souls occupying the construct are always sentient—the souls of men or mer—a fallacy perpetuated by the practice of animating corpses for martial or manual labors.\n\nIt is this misunderstanding and a potential for abuse that led to the vilification of necromancy and the expulsion of Mannimarco and his peers from the Isle of Artaeum.\n\nEnter Vastarie, a student of the Psijic Order and contemporary of such notables as Vanus Galerion and Mannimarco.\n\nWhile Mannimarco sought power through the direct application of necromantic energies, Vastarie's purposes were far more esoteric. She sought a way to delay the release of a sentient soul upon death that it might be consulted, its knowledge recorded for the ages.\n\nIt is to this end that she worked with Mannimarco after leaving Artaeum, searching for a way to trap souls as one might capture lesser Daedra.\n\nBelieving the secret lay with Molag Bal, the two conspired to enter Coldharbour and wrest it from the father of vampires himself. Together, they hatched a plan.\n\nWith a brash courage known only to the young, Mannimarco and his followers held open a portal to the Prince's realm. Ever thirsting for adventure, it was Vastarie who entered its depths and returned with a cache of black crystals the likes of which they had never seen.\n\nTo Mannimarco, they were perfect. Small, capable of containing even the most willful of souls, and apparently indestructible. To Vastarie, they were deeply flawed, for enchantment was the only safe way to free a soul from their depths.\n\nEven so, she set about the task of reproducing the stones, breaking them down, testing them with a variety of substances until, by happy accident, she created something new: the first Sigil Geode.\n\nClear as crystal, this new device was capable of holding sentient souls within its depths, but unlike the gems wrested from the Lord of Domination, it was exceptionally fragile and would only hold its charge for a matter of days.\n\nOnce imprisoned, souls could be transferred between geodes, but applying them as one would a soul gem effected a soul's release, instead.\n\nVastarie had found what she was looking for, but Mannimarco was furious. What use was a soul gem that could not be used to fuel an enchantment? He demanded Vastarie find a way to modify her creation to his purposes.\n\nRealizing her friend would never stop searching, and that further discoveries made with him would only advance his goals, she gathered up her research and left with Telacar, her husband and a powerful necromancer in his own right.\n\nTogether, they fled Mannimarco's grasp, eventually hiding in an Ayleid ruin deep within Valenwood. There, they lived for many years, as quietly as they could while perfecting their art. For decades, they had each other and seemed happy—until the day Vastarie left.\n\nIn the years that followed, she wandered the surface of Nirn, exploring places of power. She visited Wayrest, Alik'r, the Crystal Tower, and the libraries of Dune, searching for some answer to a question that gnawed at her very soul.\n\nIn time, she found what she was looking for and returned to Valenwood. There, she built a tower and took on apprentices, teaching them her particular brand of necromancy and furthering her research.\n\nUsing her Sigil Geodes, we bound the souls of lesser Daedra, postponing their return to Oblivion as one might with a soul gem. We then worked on a way to manifest the trapped spirit into the world.\n\nEarly attempts had unexpected, even dangerous results. Geodes shattered, sending shards of broken crystal into the flesh of our fellow students—misapplied energies bound the souls of the living into the tiny stones—but as we studied we corrected our mistakes and refined the process.\n\nEventually, Vastarie had it down to a science. By applying a Sigil Geode at the moment of death, a soul could be suspended within its depths. Through applied conjuration, it could be drawn into an ectoplasmic shell where it could be consulted at leisure.\n\nShe wrote the foundling Mages Guild of her discovery. Vanus Galerion himself came to witness her demonstration, which involved consulting an old groundskeeper who had volunteered to demonstrate the process.\n\nHe was horrified when she bound the soul into her apparatus, and when the process was completed, with the old groundskeeper was released and allowed to return to Aetherius, he was white as a sheet.\n\nSlowly, he stood to address the assembled students. He spoke with vindictiveness and an anger none would expect from his unassuming mien. When he was finished, he turned and left.\n\nSome followed him. None could blame them, he wasn't wrong—the Sigil Geode was a dangerous creation. Misused, it could spark wars and bring about destruction unheard of in our history.\n\nVastarie was undeterred, convinced that Galerion's willful ignorance would lead to his undoing, but something else would gain her attention in the years to come. A vast ruin was discovered beneath her tower's foundation, concealed from sight and scrying by the power of a Daedric Prince.\n\nIn time, she walked into those ruins and never came out. Some of us still await her return."
"21337012-0-1423";"From the Personal Journal of Sisarion\n\nOrcs are strange.\n\nThey are unsubtle, brutish, and straightforward in just about every way. Certainly there is variation in personality between individuals, but there are some things a Bosmer can always expect from an Orc. None of which our culture can fully comprehend.\n\nTheir Wood Orc cousins are stranger still, but for different reasons. They ironically share more commonalities with the Bosmer, and are found mostly within Valenwood.\n\nThough Wood Orcs prize strength and honor and above all else, their interpretation of what those things mean separates them from their northern, Orsinium cousins. For instance, having strength to a Wood Orc means having agility and mobility as much as it does muscular power and endurance. I would like to hear an Orsinium Orc's take on the topic, but I imagine that, if one considers an Orsinium Orc as formed like a member of a heavy infantry regiment, then a Wood Orc is like a light skirmisher in the same army.\n\nThe Wood Orcs, like the Bosmer, also flourish in forested areas. They've made no Pact with the Green—by my bow, they have utter disregard for and a lack of knowledge of the Green Pact—but I wouldn't be surprised if they stood in Y'ffre's favor in some way, with the ease I've seen them navigate tree-laden regions.\n\nWhy worry about this? I've had Wood Orcs on the mind lately—it's difficult not to when one has been among them, as I have. I was ordered through their territory by a local Battlereeve to deliver a message—was told it would be easy to avoid detection. But Wood Orcs are a very different breed of Orc, as I've detailed above. When they caught me—no one save a Bosmer ever catches me—they noticed my presence in the trees above, though I suspect they must have been wary of something in their forest for days. I was ready, though, and felled two of the trio who turned on me with the same arrow.\n\nI was taken aback—I had expected to fell three. But the last one—inexplicably, and in a most un-Orcish fashion—bolted out of the way, like lightning. I leapt, rolled to the ground, just as a curved hand-axe whirled into the trees, through the space where my heart would have been. I came to my feet with dagger ready, and parried a blow from a second handaxe that nearly shook the knife from my hand. The Wood Orc growled and swung again, and in that moment, I couldn't have told him from his Orsinium cousins. He fought with the agility and grace of my people, mixed with the honorbound fury of the northern Orcs. He managed to tear a deep wound in my side, as I tossed a handful of dirt into his eyes. Half-blinded by pain myself, I stumbled to relative safety in the darkness of the woods as he cursed and spat, called me a ""coward who disguised himself with the forest instead of fighting with it.""\n\nHircine must have walked with me that day, for I was sure that battle was lost. The Wood Orc fought too fiercely, knew his own forest too well. But he never did manage to find me again. I would welcome a second contest—but in Bosmer territory."
"21337012-0-1424";"Words of Clan Mother Ahnissi to her Favored Daughter\n\nPart One\n\nAhnissi tells you. You are no longer a mewing kitten and you have learned to keep secrets from Ahnissi, and so Ahnissi tells you.\n\nIn the beginning there were two littermates, Ahnurr and Fadomai. After many phases, Fadomai said to Ahnurr, ""Let us wed and make children to share our happiness.""\n\nAnd they gave birth to Alkosh, the First Cat. And Ahnurr said, ""Alkosh, we give you Time, for what is as fast or as slow as a cat?""\n\nAnd they gave birth to Khenarthi, the Winds. ""Khenarthi, to you we give the sky, for what can fly higher than the wind?""\n\nAnd they gave birth to Magrus, the Cat's Eye. ""Magrus, to you we give the sun, for what is brighter than the eye of a cat?""\n\nAnd they gave birth to Mara, the Mother Cat. ""Mara, you are love, for what is more loving than a mother?""\n\nAnd they gave birth to S'rendarr, the Runt. ""S'rendarr, we give you mercy, for how does a runt survive, except by mercy?""\n\nAnd many phases passed and Ahnurr and Fadomai were happy.\n\nAnd Ahnurr said, ""We should have more children to share our happiness."" And Fadomai agreed. And she gave birth to Hermorah. And she gave birth to Hircine. And she gave birth to Merrunz and Mafala and Sangiin and Sheggorath and many others.\n\nAnd Fadomai said:\n\n""Hermorah, you are the Tides, for who can say whether the moons predict the tides or the tides predict the moons?""\n\n""Hircine, you are the Hungry Cat, for what hunts better than a cat with an empty belly?""\n\n""Merrunz, you are the Ja'Khajiit, for what is more destructive than a kitten?""\n\n""Mafala, you are the Clan Mother, for what is more secretive than the ways of the Clan Mothers?""\n\n""Sangiin, you are the Blood Cat, for who can control the urges of blood?""\n\n""Sheggorath, you are the Skooma Cat, for what is crazier than a cat on skooma?""\n\nAnd Ahnurr said, ""Two litters is enough, for too many children will steal our happiness.""\n\nBut Khenarthi went to Fadomai and said, ""Fadomai-mother, Khenarthi grows lonely so high above the world where not even my brother Alkosh can fly."" Fadomai took pity on her and tricked Ahnurr to make her pregnant again.\n\nAnd Fadomai gave birth to the Moons and their Motions. And she gave birth to Nirni, the majestic sands and lush forests. And she gave birth to Azurah, the dusk and the dawn.\n\nAnd from the beginning, Nirni and Azurah fought for their mother's favor.\n\nAhnurr caught Fadomai while she was still birthing, and he was angry. Ahnurr struck Fadomai and she fled to birth the last of her litter far away in the Great Darkness. Fadomai's children heard what had happened, and they all came to be with her and protect her from Ahnurr's anger.\n\nAnd Fadomai gave birth to Lorkhaj, the last of her litter, in the Great Darkness. And the Heart of Lorkhaj was filled with the Great Darkness. And when he was born, the Great Darkness knew its name and it was Namiira."
"21337012-0-1425";"Words of Clan Mother Ahnissi to her Favored Daughter\n\nPart Two\n\nAnd Fadomai knew her time was near. Fadomai said:\n\n""Ja-Kha'jay, to you Fadomai gives the Lattice, for what is steadier than the phases of the moons? Your eternal motions will protect us from Ahnurr's anger."" And the moons left to take their place in the heavens. And Ahnurr growled and shook the Great Darkness, but he could not cross the Lattice.\n\nAnd Fadomai said:\n\n""Nirni, to you Fadomai leaves her greatest gift. You will give birth to many people as Fadomai gave birth today."" When Nirni saw that Azurah had nothing, Nirni left smiling.\n\nAnd all Fadomai's children left except Azurah. And Fadomai said, ""To you, my favored daughter, Fadomai leaves her greatest gift. To you Fadomai leaves her secrets."" And Fadomai told her favored daughter three things.\n\nAnd Fadomai said, ""When Nirni is filled with her children, take one of them and change them. Make the fastest, cleverest, most beautiful people, and call them Khajiit.""\n\nAnd Fadomai said, ""The Khajiit must be the best climbers, for if Masser and Secunda fail, they must climb Khenarthi's breath to set the moons back in their courses.""\n\nAnd Fadomai said, ""The Khajiit must be the best deceivers, for they must always hide their nature from the children of Ahnurr.""\n\nAnd Fadomai said, ""The Khajiit must be the best survivors, for Nirni will be jealous, and she will make the sands harsh and the forests unforgiving, and the Khajiit will always be hungry and at war with Nirni.""\n\nAnd with these words, Fadomai died.\n\nAfter many phases, Nirni came to Lorkhaj and said, ""Lorkhaj, Fadomai told me to give birth to many children, but there is no place for them.""\n\nAnd Lorkhaj said, ""Lorkhaj makes a place for children and Lorkhaj puts you there so you can give birth."" But the Heart of Lorkhaj was filled with the Great Darkness, and Lorkhaj tricked his siblings so that they were forced into this new place with Nirni. And many of Fadomai's children escaped and became the stars. And many of Fadomai's children died to make Nirni's path stable. And the survivors stayed and punished Lorkhaj.\n\nThe children of Fadomai tore out the Heart of Lorkhaj and hid it deep within Nirni. And they said, ""We curse you, noisy Lorkhaj, to walk Nirni for many phases.""\n\nBut Nirni soon forgave Lorkhaj for Nirni could make children. And she filled herself with children, but cried because her favorite children, the forest people, did not know their shape.\n\nAnd Azurah came to her and said, ""Poor Nirni, stop your tears. Azurah makes for you a gift of a new people."" Nirni stopped weeping, and Azurah spoke the First Secret to the Moons and they parted and let Azurah pass. And Azurah took some forest people who were torn between man and beast, and she placed them in the best deserts and forests on Nirni. And Azurah in her wisdom made them of many shapes, one for every purpose. And Azurah named them Khajiit and told them her Second Secret and taught them the value of secrets. And Azurah bound the new Khajiit to the Lunar Lattice, as is proper for Nirni's secret defenders. Then Azurah spoke the Third Secret, and the Moons shone down on the marshes and their light became sugar.\n\nBut Y'ffer heard the First Secret and snuck in behind Azurah. And Y'ffer could not appreciate secrets, and he told Nirni of Azurah's trick. So Nirni made the deserts hot and the sands biting. And Nirni made the forests wet and filled with poisons. And Nirni thanked Y'ffer and let him change the forest people also. And Y'ffer did not have Azurah's subtle wisdom, so Y'ffer made the forest people Elves always and never beasts. And Y'ffer named them Bosmer. And from that moment they were no longer in the same litter as the Khajiit.\n\nAnd because Y'ffer had no appreciation for secrets, he shouted the First Secret across all the heavens with his last breath so that all of Fadomai's children could cross the Lattice. But Azurah, in her wisdom, closed the ears of angry Ahnurr and noisy Lorkhaj so they alone did not hear the word."
"21337012-0-1426";"This is a story the Wood Elves of Valenwood tell their children from a very young age.\n\nOnce, there was nothing but formlessness. The land held no shape, the trees did not harden into timber and bark, and the Elves themselves shifted from form to form. This formlessness was called the Ooze.\n\nBut Y'ffre took the Ooze and ordered it. First, she told of the Green, the forest and all the plant life in it. She gave the Green the power to shape itself as it willed, for it was her first tale. \n\nThe Elves were Y'ffre's second tale. As Y'ffre spun the story, the Elves took the form they have today. Y'ffre gave them the power to tell stories, but warned them against trying to shape themselves or the Green. Shifting and the destruction of the forest were forbidden. \n\nInstead, Y'ffre commended the Wood Elves to the Green, so that they might ask the Green to provide them with shelter and a safe passage, and as long as they respected the Green, it would obey. This is called the Green Pact.\n\nFinally, Y'ffre told of all the beasts that crawl on the land or swim in the rivers or fly in the air. These, Y'ffre gave to the Wood Elves as sustenance. They were to eat no plants but consume only meat. Y'ffre also told that no Wood Elf who is struck down by another Wood Elf should be allowed to sink into the ground, but should instead be consumed, like the beasts. This is called the Meat Mandate.\n\nWhen the stories were told, Y'ffre saw that they had a pleasing shape, but some of the Ooze remained. Y'ffre told a final tale then, and gave purpose to the Ooze. \n\nAny Wood Elf that violated the Green Pact, either by shifting or by damaging the Green, would be condemned to return to the formlessness of the Ooze. Their names would be scrubbed from the story Y'ffre is telling and replaced with silence. \n\nThe Wood Elves tell that those who are favored by the Green have the power to release the condemned from the Ooze, but where the condemned go and what form they take once they are released is unknown. \n\nNo one has ever seen the Ooze, or heard the souls trapped in it, or met the one who can relieve the condemned of their punishment. But if you ask a Wood Elf if he thinks the Ooze is ""just a tale,"" he will invariably reply, ""There is no such thing as 'just a tale.'"""
"21337012-0-1427";"—transcribed from the oral tradition by an unknown author—\n\nSing, Valenwood, shout Green\nTell the tale of the mover, the shaper, \nthe one, the Wilderking.\n\nHis eye projects outward to the world\nand touches everything he perceives:\nby his thoughts he shapes it.\n\nDo you know where to find him?\nHave you looked to the hills?\nHave you looked to the trees?\n\nHe is not there.\nBecause ""there"" is a place, and a place has boundaries,\nbut The Wilderking is boundless.\n\nHis is the Court and the Throne.\nHe is the Court and the Throne.\nWhen he walks, his footfalls fall on himself.\n\nAnd who does not hear his footfalls and quake?\nThe earth shakes at his coming,\nat the rising of his Hollow from the earth.\n\nLike the delicate calm of an undisturbed pool\nis shattered by the smallest of stones,\nso is the terrible force of the Wilderking's passing.\n\nShout, Bramblebreach! Wail, Shadows Watch!\nThe Wilderking is friend and foe,\nFoe and friend to both.\n\nFor who can record his footsteps on the land,\nwho can hear the melody of his voice,\nwhen he opens his mouth to sing?"
"21337012-0-1428";"Excerpts from the original four-volume work recorded by Morvas Andrys, who studied the Green Pact Bosmer for three years in the First Era, until he was killed in a mourning war and devoured by the very clan he'd been studying.\n\n… Faniriel was one hundred years old when she consumed the glow-frog of the swamps and it showed her the upside-down tree city of Heartgreen. It was populated by Elves who walked exclusively on their hands….\n\n… Vanirion the Thief, who successfully demanded more than two hundred payments after invoking the Rite of Theft, was once said to have had a vision after climbing into a tree that had appeared in the middle of the forest. \n\nThe tree had purple leaves, and as Vanirion told it, when he sat among them, they gave off the most pleasant fragrance. The sweet scent lulled his mind into a state, and while in this state, he saw a circular grove of trees. The further he went into the grove, the wider the circle became, so that he could never reach its true center.\n\nAs he wandered he met the most beautiful spirit and when she spoke her sentences began with their last word, so that they made circles. ""River. Come, lie with me by the,"" she beckoned.\n\nVanirion only came to his senses when, slumped in a stupor from the powerful odor of the leaves, he fell from the branches of the tree. He survived the fall, but broke his leg, ending his thieving career. He spent the rest of his life searching the forest for the tree with the purple leaves, but never found it.\n…\n\nThen I asked the treethane whether it is right for the Pact Bosmer to say that they ""see"" these visions, and whether it wouldn't be better to say that they ""imagine"" them. It's clear that these strange apparitions of cities and groves and other such wonders don't exist either on Nirn or in Oblivion.\n\nThe treethane took a long drink of whatever foul fermented milk was currently in fashion and looked at his feet and then at the sky. ""You say the world ends at what you can see with your eyes. We say, that is where the world begins."""
"21337012-0-1429";"Since the disappearance of Falinesti, there is no city that completely expresses the character and history of the Wood Elves more than Woodhearth.\n\nSituated on the southwestern shores of Valenwood, Woodhearth had humble beginnings as an Imperial settlement, constructed and maintained by the Emperors in order to facilitate trade with the region's Wood Elf settlements.\n\nThe Wood Elves of the region reacted with a mix of curiosity, friendship, and hostility to the city, which was part thriving port town and part fortress, protecting against the wilds of Valenwood.\n\nSeveral times, hostile Bosmer led assaults against the city's walls. Several times, they managed to bring down sections of the wall with concentrated bursts of powerful destruction magics, only to be driven back by the tenacity of the Imperial forces and their superior equipment.\n\nA peace was eventually struck with the Green Pact Bosmer of Valenwood, and in time a Bosmer settlement sprang up and even overtook the Imperial buildings, as that special connection the Wood Elves have with their forest was invoked to create the treehomes and walkways that are characteristic of Bosmer settlement.\n\nAs the Bosmer became an instrumental force in the Empire, control of Woodhearth was gradually ceded back to autonomous Wood Elf rule. A treethane was established in Woodhearth, and while the parts of the city that had been constructed by the Imperials fell into disrepair, the city as a whole thrived.\n\nWithin a generation, the treethanes of Woodhearth gained a reputation for determined leadership and fair judgment, among both the Wood Elves and their allies.\n\nAt the time of writing, the Treethane of Woodhearth is Fariel, and she governs both as Treethane and as a member of the Thalmor, under Queen Ayrenn of the newly-formed Aldmeri Dominion. Woodhearth continues to be a major port, along with Seaside Sanctuary, in Valenwood, and it is home to members of all races."
